plot_id  | movie_id | contents
2968|tt0195945|Debo has escaped from prison and is looking to get revenge on Craig. So Craigs dad takes him to Rancho Cucamonga to hide out with his Uncle Elroy and cousin Day-Day, who moved to the suburbs after winning the lottery. But once he gets there, Craig and Day-Day have a set of suburban misadventures that make his South Central experiences look tame.
2969|tt0108147|The sisters come back to Deloress show to get her back as Sister Mary Clarence to teach music to a group of students in their parochial school which is doomed for closure. One of the girls, who is the most talented of the bunch, is forbidden to sing by her mother, although the choir has made it to the state championship. A group of stereotypical incompetent monks tries to stop them.
2970|tt0108147|Deloris Van Cartier (Whoopi Goldberg) is again asked to don the nuns habit to help a run-down Catholic school, presided over by Mother Superior (Maggie Smith). And if trying to reach out to a class full of uninterested students wasnt bad enough, the sisters discover that the school is due to be closed by the unscrupulous local authority chief Mr. Crisp (James Coburn).
2971|tt0096446|A baby girl is discovered in a river by Ranon and Mims, the children of Willow Ufgood, a dwarf farmer and magician and the baby girl is taken into the care of Willows family. But when a terrifying dog-like creature attacks Willows village, whilst tracking down the baby. Willow consults the village council and the wizard The High Aldwin. The High Aldwin gives Willow a task and Willow leaves the village and embarks on the task to give the baby girl to a responsible person. But Willow soon learns the baby is Elora Danan, the baby girl destined to bring about the downfall of the evil sorceress Queen Bavmorda. Joined by his allies: swordsman Madmartigan, sorceress Fin Razel and the Brownies Franjean and Rool, Willow takes it upon himself to protect Elora from Queen Bavmorda, who intends to kill Elora and prevent Elora from fulfilling her destiny. And Willow and his allies are pursued by Queen Bavmordas daughter Sorsha and the evil commander of Queen Bavmordas army General Kael, whom are searching for Elora and bring her back to Queen Bavmordas castle, where Queen Bavmorda bids to kill Elora in a ritual and prevent the prophecy of her downfall.
2972|tt0096446|Willow, a small farmer/apprentice magician, meets Madmartigan, a great swordsman, and together they journey through a war-torn land of magic and monsters, to save a baby princess from death at the hands of an evil queen.
2973|tt0096446|In the dungeons of the castle of the evil Queen-sorceress Bavmorda, a prisoner gives birth to a child who, according to an ancient prophecy, will put an end to the reign of the Queen. A midwife saves the child from the wrath of Bavmorda, but is forced to throw her cradle in a river when reached by the Hounds of the Queen. The river brings the child near a village of nelwyns, and little Willow finds and adopts her. When the Hounds reach the village, Willow begins a difficult journey to bring the baby back to her people and to fulfill the prophecy.
2974|tt0190138|Oz is a Montral dentist, paying off debts so he can divorce his wife: the dislike is mutual. When she learns their new neighbor is hit man Jimmy the Tulip, with a price on his head, she sends Oz to Chicago to earn a finders fee telling Mob boss Yanni where to find Jimmy. To get his wife off his back, Oz goes, his assistant Jill urging him to get laid while there. One of Yannis men awaits Oz at the hotel; Ozs now in too deep to avoid telling Yanni what he knows. Meanwhile, Ozs wife rats on Oz to Jimmy, hoping Jimmy will kill Oz and she can cash in on life insurance. Oz meets Jimmys wife (Yannis captive), flips for her, and the double-crosses mount. Even Jill isnt whom she seems.
2975|tt0190138|A miserable suburban dentist in Canada is terrified when he finds out a former mob hitman from Chicago has moved next door to him. When he tells his greedy wife, however, she forces him to go to Chicago and try to sell the hitmans location to the mobsters he betrayed.
2976|tt0190138|Jimmy The Tulip Tudeski, a mob hitman-turned-informant, ratted on the mob and put his life in jeopardy. Now he has moved to suburban Montreal, ostensibly to make a new start. His next-door neighbor is mild-mannered, unhappily married dentist Nick Oz Oseransk. Nick recognizes Jimmy from the newspaper stories about his mob testimony, and thats when Nicks simple, boring world turns upside down.
2977|tt0190138|Well, there goes the neighborhood - in a pine box. When hit man Jimmy The Tulip Tudeski moves into a comfy suburb, everyones suddenly in danger of pushing up daisies. And its not all Jimmys doing, either: Jimmys arrival sparks a chain reaction in which just about everybody wants to clip somebody else. Theres a hapless dentist who finds a way to get on the Tulips good and bad sides.
2978|tt0337563|After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until shes thirty. Thanks to some wishing dust, Jennas prayer has been answered. With a knockout body, a dream apartment, a fabulous wardrobe, an athlete boyfriend, a dream job, and superstar friends, this cant be a better life. Unfortunetly, Jenna realizes that this is not what she wanted. The only one that she needs is her childhood best friend, Matt, a boy that she thought destroyed her party. But when she finds him, hes a grown up, and not the same person that she knew.
2979|tt0337563|Jenna Rink is a typical preteen girl who wants more than anything to grow up. On her 13th birthday, Jennas only wish is to get older and fast. When she wakes up the next morning, shes 30 years old, a sucessful magazine editor with a live-in boyfriend! Jenna tracks down Matt(her best friend when she was younger) to try and figure out what has happened.
2980|tt0337563|Jenna Rink has two wishes - to become one of the school cool girls, and to be thirty - rather than be coming up to thirteen and hanging around with uncool Matt. After her disastrous birthday party an accidental sprinkling of magic dust makes both wishes come true and she finds herself at thirty as a highly successful New York fashion editor. Luckily she locates Matt for help on how her new world works, but as she finds out how she has behaved since that birthday party she increasingly discovers someone she thoroughly dislikes.
2981|tt0337563|Its 1987, and geeky Jenna wants to be popular. After her 13th birthday party goes awry, Jenna wishes she could just be 30 instead - only to wake up and discover that shes flash-forwarded 17 years. Now a sexy, successful magazine editor, Jena finds out that being an adult isnt necessarily all its cracked up to be.
2982|tt0337563|The movie 13 going on 30 focuses on a young teenage girl by the name of Jenna Rink who suffers a humiliating thirteenth birthday and makes a wish to skip ahead to when she is thirty years old. Through the magic of some wishing dust her wish comes true. The movie then transports us to a thirty-year-old Jenna with the exception that she is only still thirteen on the inside but doesnt remember anything since her thirteenth birthday. She soon realizes that her thirty-year-old self has everything that she wanted when she was younger, such as a cool apartment, a fabulous wardrobe, and a dream job. Jenna soon realizes that even though she has everything she could ever want when she was younger, there is still something missing. Without her best friend from 1987, she gets her assistant to track down Matt. To her dismay she learns that her and Matt have been estranged since high school and that Matt is now engaged. When Jenna shows up at Matts wedding, he gives Jenna back the dream house that she once through at him during her thirteenth birthday. Jenna leaves to find out that the wishing dust still works because we are then pulled back to the past to see a different story. Jenna tells off the girl she once wanted to be like and runs up the stairs with Matt to find that their getting married as there adult selves.
2983|tt0080455|After the release of Jake Blues from prison, he and brother Elwood go to visit The Penguin, the last of the nuns who raised them in a boarding school. They learn the Archdiocese will stop supporting the school and will sell the place to the Education Authority. The only way to keep the place open is if the $5000 tax on the property is paid within 11 days. The Blues Brothers want to help, and decide to put their blues band back together and raise the the money by staging a big gig. As they set off on their mission from God they seem to make more enemies along the way. Will they manage to come up with the money in time?
2984|tt0080455|Fresh out of the slammer, Jake Blues, along with his brother Elwood, visit the Catholic home where they both grew up. They find out that it will soon shut down because of lack of funds and support. One misguided spiritual revelation later, they go in search of reuniting their old blues band and raise the $5000 to pay off the homes taxes. As they go on their way to perform in the perfect big-paying gig for the group, their adventure takes many unexpected detours and encounters with zany characters, the police, revenge-seeking militant groups, angry country singers and psychotic former girlfriends.
2985|tt0120873|When a prisoner transport plane crashes, one prisoner, Mark Sheridan, skillfully escapes and save lives at the same time. Deputy Sam Gerard and his team of U.S. Marshals pursue relentlessly, but Gerard begins to suspect that there is more to the exceptional fugitive than what he has been told. Meanwhile, Sheridan struggles to avoid capture while seeking answers of his own. Until the final scene, both Gerard and Sheridan are in jeopardy of the unknown.
2986|tt0120873|When a prisoner transport plane carrying Deputy Sam Gerard as an escort crashes, one prisoner, Mark Sheridan helps him rescue some trapped prisoners and then escapes himself. Gerard and his crack team of U.S. Marshals start their pursuit, but the simple fugitive situation soon gets more complicated when Gerard learns that Sheridan is no mere criminal and the story behind his incrimination becomes more and more suspicious. At the same time, Mark Sheridan is out to find out the truth himself while keeping one step ahead of Gerard
2987|tt0120873|Mark J. Sheridan was in New York working for his agency to try to find out what the Chinese intelligence is planning. But, out of defending himself, he killed 2 Agents trying to find a mole in the agency. So, he flees to escape from his agency who suspects him of cold blood murder and espionage. While suffering a car accident in Chicago, Sheridan was arrested and escorted on a prison transport via airplane. Sheridans plane crashes along the way to prison. When, police do not find Sheridan after the crash. They call upon Chicagos famed U.S. Marshal Samuel Gerard and his team of other Marshals to find and catch him. But, they will soon realize that they will be a part of the mole hunt and Sheridans own investigation.
2988|tt0120873|U.S. Marshal Sam Gerard is accompanying a planeload of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.
2989|tt0114746|An unknown and lethal virus has wiped out five billion people in 1996. Only 1% of the population has survived by the year 2035, and is forced to live underground. A convict (James Cole) reluctantly volunteers to be sent back in time to 1996 to gather information about the origin of the epidemic (who hes told was spread by a mysterious Army of the Twelve Monkeys) and locate the virus before it mutates so that scientists can study it. Unfortunately Cole is mistakenly sent to 1990, six years earlier than expected, and is arrested and locked up in a mental institution, where he meets Dr. Kathryn Railly, a psychiatrist, and Jeffrey Goines, the insane son of a famous scientist and virus expert.
2990|tt0114746|When Cole, a convict volunteer, is sent back in time to find information on a deadly virus that will destroy 5,000,000,000 members of the human race in 1996-1997, he mistakenly arrives in 1990. After explaining his plea to Dr. Kathryn Railly, he is placed in a mental institution. In 1996, he kidnaps Railly, using her to find the 12 Monkeys, a group of revolutionists that are planning to release the virus into select cities. But, he is wanted by the authorities for murder and kidnapping, plus he refuses to return to the future; he is in love with Railly.
2991|tt0114746|Terry Gilliams nightmarish low-tech/high-tech future vision takes place in 1997, after a deadly virus has killed 99% of the human population--forcing the survivors to flee beneath our planets surface. This leaves the (other) animals topside, to rule the Earth once again. The scientists select James Cole, an imprisoned sociopath, to return to the past and gather information useful in the defense against this contagion. Once back in time, he is to investigate the mysterious Army of the Twelve Monkeys and report his findings. Scientific, social, and political themes like time travel (and its inherent paradoxes and nested loops), mental illness, the nature of reality, animal rights, and the Armageddon-potential of unchecked technological advances are artfully and cleverly explored.
2992|tt0105699|After a break-in at their house, a couple gets help from one of the cops that answered their call. He helps them install the security system, and begins dropping by on short notice and unofficial patrol, and spends a lot of time discussing the couples problems with the wife. The husband begins wondering if theyre getting too much help.
2993|tt0105699|A young professional couple are befriended and looked after by one very kindly uniformed police officer, who at first merely answers a burglary call at their home, but in the course of time his ever-increasing attentions to them come to be more and more suspect in themselves.
2994|tt0103786|The Newton family live in their comfortable home, but there seems to something missing. This hole is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctors list.
2995|tt0103786|Barely escaping from nefarious dognappers, an adorable puppy named Beethoven adopts the unsuspecting Newton family -- and promptly grows up into 185 pounds of romping, drooling, disaster-prone St. Bernard! Unfortunately, even after proving his canine credentials to mom and the kids, the heroic hound gets nowhere with uptight dad, George. But when a beastly veterinarian makes Beethoven the target of an unspeakable animal experiment, George becomes the only hope for saving the Newtons furriest family member.
2996|tt0083564|In the depths of the 1930s, Annie is a fiery young orphan girl who must live in a miserable orphanage run by the tyrannical Miss Hannigan. Her seemingly hopeless situation changes dramatically when she is selected to spend a short time at the residence of the wealthy munitions industrialist, Oliver Warbucks. Quickly, she charms the hearts of the household staff and even the seemingly cold-hearted Warbucks cannot help but learn to love this wonderful girl. He decides to help Annie find her long lost parents by offering a reward if they would come to him and prove their identity. However, Miss Hannigan, her evil brother, Rooster, and a female accomplice, plan to impersonate those people to get the reward for themselves which put Annie in great danger.
2997|tt0094715|When the New York child performer CC Bloom and San Fransisco rich kid Hillary meet in a holiday resort in Atlantic City, it marks the start of a lifetime friendship between them. The two keep in touch through letters for a number of years until Hillary, now a successful lawyer moves to New York to stay with struggling singer CC. The movie shows the various stages of their friendship and their romances including their love for the same man.
2998|tt0765446|The story takes place on planet Baab where admired astronaut Scorch Supernova (Brendan Fraser) is a national hero to the blue alien population. A master of daring rescues, Scorch pulls off astonishing feats with the quiet aid of his nerdy brother, Gary (Rob Corddry), head of mission control at BASA.
2999|tt0765446|On the planet Baab, admired astronaut Scorch Supernova (Brendan Fraser) is a national hero to the blue alien population. A master of daring rescues, Scorch pulls off astonishing feats with the quiet aid of his nerdy, by-the-rules brother, Gary (Rob Corddry), head of mission control at BASA. When BASAs no-nonsense chief Lena (Jessica Alba) informs the brothers of an SOS from a notoriously dangerous planet, Scorch rejects Garys warnings and bounds off for yet another exciting mission. But when Scorch finds himself caught in a fiendish trap set by the evil Shanker (William Shatner) its up to scrawny, risk-adverse Gary to do the real rescuing. As the interplanetary stakes rise to new heights, Gary is left to save his brother, his planet, his beloved wife Kira (Sarah Jessica Parker) and their adventure hungry son Kip.
3000|tt1605630|Over a decade has passed and the gang return to East Great Falls, Michigan, for the weekend. They will discover how their lives have developed as they gather for their high school reunion. How has life treated Michelle, Jim, Heather, Oz, Kevin, Vicky, Finch, Stifler, and Stiflers mom? In the summer of 1999, it was four boys on a quest to lose their virginity. Now Kara is a cute high school senior looking for the perfect guy to lose her virginity to.
3001|tt0120744|Paris is starving, but the King of France is more interested in money and bedding women. When a young soldier dies for the sake of a shag, Aramis, Athos and Porthos band together with a plan to replace the king. Unknown to many, there is a 2nd king, a twin, hidden at birth, then imprisoned for 6 years behind an iron mask. All that remains now is DArtagnan, will he stand against his long time friends, or do what is best for his country?
3002|tt0120744|In 1638 Queen Anne of France gives Birth to a boy, who will inherit the throne one day. But, only known to few, there is a twin brother born minutes later. 22 years later, King Louis XIV rules the country of France, but due to his lifestyle and the costs of war, people are forced to suffer hunger and poverty. Of the Musketeers, who had served his father Louis XIII faithfully, only one is still on the kings side: DArtagnan, the Capitain of the kings guards. His three companions Aramis, Athos and Porthos have retired into civil life long ago. One day on a royal party, the young and unliked king gets a crush on Christine. This young lady is the fianc of soldier Raoul, the son of Athos. Without further ado, the king has Raoul recruited and sent to war, so that he himself can take care of her. Soon Raoul dies in combat and the king has him out of the way. But Athos, Aramis and Porthos think of a plan to take revenge on the king. Aramis points out that there is a man in an iron mask in a very secure prison, and that this mans existance can solve all present problems. So they free the kings hidden twin brother, and tell him who he is, as he of course feels free of guilt and has no idea whatsoever why he was imprisoned for 6 years with this mask forged around his head. The plan now is to replace the evil king with his brother at a masquerade party held soon. Only DArtagnan still is guarding the king and so he has to turn against his old friends...
3003|tt0120744|As King Louis XIV prepares to rule France, he proves to be a cruel ruler. When he becomes responsible for sending a soldier, Rauol, to his death so he can have his love, Christine, Raouls retired musketeer father and two other retirees ban together to overthrow the king. Captain DArtagnan does not agree with his king but is loyal to him and refuses to be apart of the musketeers plan. However, they learn that Louis has a secret good twin brother named Phillipe, who has been imprisoned in the castle and his face hidden behind an iron mask. Could Phillipe be a solution and safe haven to the people of France?
3004|tt0120744|1662. Paris starves while youthful Louis XIV debauches young women and wastes the treasury on war. The captain of his guard, DArtagnan, protects him from conspirators. Louis casts his eye on penniless Christine, the sweetheart of Raoul, a soldier and only son of retired musketeer, Athos. To have Christine, Louis sends Raoul to harms way on the front. To kill the leader of the conspirators, the king calls in ex-musketeer Aramis, now a priest, accompanied by the Falstaffian Porthos. The queen mother, in widows weeds, grieves in her chapel, and in the Bastille rots a solitary prisoner, face locked in an iron mask. Perfidy, silence, loyalty, rage, and guilt are set to collide.
3005|tt0062622|2001 is a story of evolution. Sometime in the distant past, someone or something nudged evolution by placing a monolith on Earth (presumably elsewhere throughout the universe as well). Evolution then enabled humankind to reach the moons surface, where yet another monolith is found, one that signals the monolith placers that humankind has evolved that far. Now a race begins between computers (HAL) and human (Bowman) to reach the monolith placers. The winner will achieve the next step in evolution, whatever that may be.
3006|tt0062622|This movie is concerned with intelligence as the division between animal and human, then asks a question: what is the next division? Technology is treated as irrelevant to the quest--literally serving as mere vehicles for the human crew and as a shell for the immature HAL entity. Story told as a montage of impressions, music, and impressive and careful attention to subliminal detail. A very influential film and still a class act, even after 25 years.
3007|tt0062622|When a large black monolith is found beneath the surface of the moon, the reaction immediately is that it was intentionally buried. When the point of origin is confirmed as Jupiter, an expedition is sent in hopes of finding the source. When Dr. David Bowman discovers faults in the expeditionary spacecrafts communications system, he discovers more than he ever wanted to know.
3008|tt0062622|The monoliths have been watching us. They gave humankind the evolutionary kick in the pants it needed to survive at the Dawn of Time. In 1999, humankind discovered a second monolith on the moon. Now, in the year 2001, the S.S. Discovery and its crew, Captains Dave Bowman and Frank Poole, and their onboard computer, HAL 9000, must discover what alien force is watching Earth....
3009|tt0062622|When the world is ruled by apes, one particular group discovers a mysterious rectangular monolith near their home, which imparts upon them the knowledge of tool use, and enables them to evolve into people. A similar monolith is discovered on the moon, and it is determined to have come from an area near Jupiter. Astronaut Dave Bowman, along with four companions, sets off for Jupiter on a spaceship controlled by HAL 9000, a revolutionary computer system that is every bit humankinds equal--and perhaps its superior. When HAL endangers the crews lives for the sake of the mission, Bowman will have to first overcome the computer, then travel to the birthplace of the monolith.
3010|tt0184894|A 19th century Western. Chon Wang is a clumsy Imperial Guard to the Emperor of China. When Princess Pei Pei is kidnapped from the Forbidden City, Wang feels personally responsible and insists on joining the guards sent to rescue the Princess, who has been whisked away to the United States. In Nevada and hot on the trail of the kidnappers, Wang is separated from the group and soon finds himself an unlikely partner with Roy OBannon, a small time robber with delusions of grandeur. Together, the two forge onto one misadventure after another.
3011|tt0268695|Based on the classic sci-fi novel by H.G. Wells, scientist and inventor, Alexander Hartdegen, is determined to prove that time travel is possible. His determination is turned to desperation by a personal tragedy that now drives him to want to change the past. Testing his theories with a time machine of his own invention, Hartdegen is hurtled 800,000 years into the future, where he discovers that mankind has divided into the hunter - and the hunted.
3012|tt0268695|Alexander Hartdegen is a scientist and a inventor, who is determined to prove that time travel is possible. When the girl he loves is tragically killed, Alexander is determined to go back in time and change the path. Testing his theories, the time machine is hurtled 800,000 years into the future. He he discovers a terrifying new world. Instead of mankind being the hunter, they are now the hunted, with him stuck in the middle.
3013|tt1605783|Gil and Inez travel to Paris as a tag-along vacation on her parents business trip. Gil is a successful Hollywood writer but is struggling on his first novel. He falls in love with the city and thinks they should move there after they get married, but Inez does not share his romantic notions of the city or the idea that the 1920s was the golden age. When Inez goes off dancing with her friends, Gil takes a walk at midnight and discovers what could be the ultimate source of inspiration for writing. Gils daily walks at midnight in Paris could take him closer to the heart of the city but further from the woman hes about to marry.
3014|tt1605783|The successful Hollywood screenplay writer Gil Pender is spending vacation in Paris with his fiance Inez and her parents since his future father-in-law is on a business trip. Gil is an aspiring novelist that loves Paris, and dreams of living in the city after getting married to Inez. Furthermore the romantic Gil believes that the golden age of Paris was in the 1920s and he loves to walk through the streets of the city. When Inez meets her former boyfriend, the pseudo-intellectual Paul, with his girlfriend Carol, they spend some time together visiting tourist attractions. At night they drink wine at a party and Paul invites the couple to go dancing with Carol and him. Gil, however, prefers to return walking alone to the hotel. At midnight an old car stops and the passengers invite him to go a party and soon he realizes that he is back in the 20s, where he meets his favorite writers, musicians and artists and lives his dream.
3015|tt1132626|Jigsaw and his young apprentice, Amanda, are dead. But the grisly games continue. 5 supposed strangers find themselves in the midst of the big game, and believe they are in a survival of the fittest competition. Via his now infamous video linked doll, Jigsaw conveys the message that they should ignore there instincts, and ignore his advice at their peril. Meanwhile, agent Strahm wants to prove that Hoffman is an apprentice to Jigsaw, and pursues him as he continues his twisted games. What Strahm does not realize is that Hoffman is testing him all along, and must pass his test in order to stay alive.
3016|tt0120633|Jan Schlichtmann, a tenacious lawyer, is addressed by a group of families. When investigating the seemingly non-profiting case, he finds it to be a major environmental issue that has a lot of impact potential. A leather production company could be responsible for several deadly cases of leukemia, but also is the main employer for the area. Schlichtmann and his three colleagues set out to have the company forced to decontaminate the affected areas, and of course to sue for a major sum of compensation. But the lawyers of the leather companys mother company are not easy to get to, and soon Schlichtmann and his friends find themselves in a battle of mere survival.
3017|tt0120633|Jan Schlittman (Travolta) agrees to represent eight families whose children died from leukemia after two large corporations leaked toxic chemicals into the water supply of Woburn, Massachusetts, even though the case could mean financial, and career suicide for him.
3018|tt0120633|Jan Schlickmann (Travolta) is a cynical lawyer who goes out to get rid of a case, only to find out it is potentially worth millions. The case becomes his obsession, to the extent that he is willing to give up everything - including his career and his clients goals, in order to continue the case against all odds.
3019|tt0120633|Jan Schlichtmann is a successful lawyer whose practically his own entrepreneur. Hes a humble bachelor with a nice car, a nice house, and a career that has amassed huge rewards. Not to mention being the founder and practice of the lucrative law firm he runs with his Boston partners, all in a cases settlement. However, when the families of deceased children sue a giant food conglomerate, with the accusation of their companies are responsible for poisoning their children and afflicting them fatally with cancer. Jan comes to the rescue, thinking its one more case he can easily knock out of the park and make a fortune, as well as a name for he and his firm. With a class action lawsuit to file, Jan willingly puts himself and his firm as representatives of those families. However, its one case that could ruin Jan: his pride, his ambition, and ultimately, his career. As the pressures of the case begin to take their turn on both the prosecution, the defense, as well as the families, Jan is about to realize that he has taken on the biggest case of his life, and there is a price to pay.
3020|tt0061735|Joey Drayton brings her fianc, Dr. John Prentice, home to sunny San Francisco to meet her affluent parents. Their liberal persuasions are now put to the test, for although the young man is an ideal choice (hes highly and internationally respected in the medical field, and hes impeccably mannered, handsome, well dressed and of a respectable California family), hes black. The film, which covers one busy day in the Drayton home, is essentially a drawing-room comedy, a series of cross-conversations between the young doctor and the girls parents, and finally between all sets of parents and offspring. A simple dinner is extended to include the doctors parents, who fly up from Los Angeles for the evening, and the crusty but benevolent old Irish priest, a friend of the family. Thus, the title of the film . . .
3021|tt0112697|Cher, a high school student in Beverly Hills, must survive the ups and downs of adolescent life. Her external demeanor at first seems superficial, but rather it hides her wit, charm, and intelligence which help her to deal with relationships, friends, family, school, and the all-important teenage social life.
3022|tt0112697|Cher is rich, pretty, blonde, popular and knows how to talk anyone into doing just about anything. When she cant get a teacher to give her a better grade, she and her friend Dion match him up with another teacher to make him happier... and maybe a but laxer on his expectations. When a girl named Tai transfers to Chers school, she and Dion give her a makeover and attempt to find her a boyfriend. Cher soon realizes that she wants a boyfriend herself, but no one seems right. She goes through a spiritual makeover and realizes that theres more to life than clothes and popularity before she finds the boy of her dreams.
3023|tt0112697|Cher Horowitz and her friend Dionne, two of the most popular sophomores in school, play matchmakers for two teachers. Inspired by their success, Cher takes under her wing Tai, a clueless transfer student. While trying to make an advantageous match for Tai, Cher attempts to find a boyfriend of her own. Several misfires take place, due to poor communication, before she finds the Baldwin of her dreams.
3024|tt0112697|Cher and Dionne are best friends who live in Beverly Hills. They are popular, rich, pretty, and charming. One day, they spot a new girl at school, Tai, and decides to do a makeover on her. They are very successful, but Cher realizes that she needed a makeover herself in a spiritual way. With this makeover, she learns about caring for others, going through pain, and love.
3025|tt0250687|Donald P. Sinclair has placed six separate gold coins in different slot machines in his casino. The lucky six who find these coins discover an opportunity of a lifetime. The chance to own $2 million. Locked up in a locker in New Mexico, these six contestants must now race each other, to be the first to the cash. There are no rules in place and everything that could possibly happen, does. Whilst, behind the scenes, Sinclairs associates are placing their bets.
3026|tt0250687|A group of billionaires led by a Las Vegas casino owner search for things to bet on. They decide to pull a group of six strangers together to race from Vegas to Silver City, New Mexico to retrieve $2 million hidden in a locker. First one there gets all of the money. The first team are two addled brothers (Duane and Blaine, who talks indecipherably because of a newly pierced tongue). When they cannot catch a plane, they plot to destroy an airport control tower in a very funny sequence. Their antics carry them into a hot air balloon chase that catches a cow with a dangling rope and into a monster truck competition. The second team is an estranged mother reunited with her daughter, who is struggling to start a business. They face an insane squirrel-selling woman and steal a rocket car scheduled for a land speed record attempt. A hated NFL referee is stranded in the desert by an irate cabbie and hijacks a busload of Lucille Ball look-alikes on the way to a convention. The Jewish family man on a family vacation joins the race without telling his wife why they are rushing across the country. When his daughter insists on stopping at a Barbie museum, it is without realization that it is the Klaus Barbie Nazi Museum. The escape from that location involves the theft of Hitlers personal touring car and culminates with Lovitz having his tongue burned and accidentally crashing into a WWII Veterans convention. A narcoleptic Italian gets a ride with an ambulance driver, who is carting a human heart for a transplant. Through various ineptitude, the heart ends up flying out of the trucks window and the two have to recover it from a playful dog. The final race member is a straight-laced future lawyer who at first declines to participate in the race, but re-thinks his position after he meets a smart, beautiful woman who is flying a helicopter to New Mexico. He quickly finds out that she is unbalanced after she flies over her boy friends house and starts an attack on the boy friend when she sees him in the pool with an ex-girl friend. An air pursuit results in the crash of the helicopter. Dave Thomas also appears as Cleeses humorless attorney.
3027|tt0250687|Donald Sinclair owns the biggest, snazziest, flashiest, high rolling-est casino in Las Vegas. And to entertain some of his wealthiest patrons, hes staged the most original high stakes game that Sin City has ever seen! The contestants? Six teams. The jackpot? Two million dollars stuffed in a locker hundreds of miles away. The odds of winning? One in six. The rules? Well theres only one--get there first! What the racers dont know is that the tycoon and his rich buddies are betting on the outcome and are tracking every move the teams make. Its only a matter of time before they figure out who really stands to win the most before switching course to look for a different kind of pay-off.
3028|tt0250687|A betting-obsessed casino mogul and his group of just as bad billionaire associates, sets up a new kind of gamble in a race for $2 million hidden away in a locker. They enlist the aid of eight people who happen to be residing in his casino at once. A clean cut lawyer, a disgraced NFL referee, two inept brothers, a determined mother and daughter, a narcoleptic Italian immigrant, and a desperate father embark on a series of misadventures to obtain the money regardless of what it takes.
3029|tt0183790|Inspired by The Canterbury Tales, as well as the story of Ulrich von Lichtenstein, this is the story of William, a young squire with a gift for jousting. After his master dies suddenly, the squire hits the road with his cohorts Roland and Wat. On the journey, they stumble across an unknown writer, Chaucer. William, lacking a proper pedigree, convinces Chaucer to forge genealogy documents that will pass him off as a knight. With his newly-minted history in hand, the young man sets out to prove himself a worthy knight at the countrys jousting competition, and finds romance along the way.
3030|tt0183790|When a knight dies during the recession of a fight, one of his squires, William Thatcher, disguises himself as his master in order to win the prize money of the tournament. He wins the fight and decides to, together with his fellow squires Wat and Roland, take on a new false identity as a knight and make a living winning tournaments. On their way to a tournament, they meet Geoffrey Chaucer, a poor writer who joins the group. The quartet then keep traveling through England, fighting in tournaments.
3031|tt0116253|Terrorists take over a 747 bound from Athens to Washington D.C., supposedly to effect the release of their leader. Intelligence expert David Grant suspects another reason and convinces the military that the plane should not be allowed to enter U.S. airspace. An assault mission is devised, using a specially equipped plane designed for mid-air crew transfers, and Grant finds himself aboard the 747 with a team of military anti-terrorists who have to defuse a bomb and overpower the terrorists.
3032|tt0116253|A Boeing 747, Oceanic Airlines flight 343, has just taken off from Athens, Greece, and is headed for the USA. Minutes after takeoff, the airplane is taken hostage by a group of terrorists led by Nagi Hassan. One of the hostages is a United States senator named Mavros. Hassan is demanding the release of one of his comrades, Elsai ad Jaffa, who is being held by United States authorities. Lieutenant Colonel Austin Travis is the leader of a military team. As the jet approaches the USA, engineer Dennis Cahill designs a plan in which a military plane will be able to transfer Austin and his team onto the 747 in mid air. Also along for the mission will be Dennis and intelligence agent David Grant. When Austin is killed in the process of boarding the 747, David is forced to take over the rescue attempt, and after boarding the airplane, David and the military team discover that Hassan has some stolen Soviet nerve gas attached to a bomb, and he is using the 747 to smuggle the deadly gas into the United States, where he intends to use it to wipe out Washington D.C. and possibly the entire Eastern seaboard. Its up to Dennis to defuse the bomb while David and the team try to rescue the hostages from Hassan.
3033|tt0116253|When Oceanic Airlines flight 343 is hijacked, the U.S. Military devises a plan to get Army Commandoes onboard the jet at 39,000 feet. The hijackers are unaware of the commandoes, while the soldiers are unaware of a weapon planned to take out the eastern seaboard of the U.S., the rogue unit must fight against time and the shaky government before they blow the jet out of the sky.
